sat,tothrs,colgpa,verbmath,hsize,hsrank,hsperc,female,white,black,hsizesq,athlete
1210,73,2.1600001,.98360997,4,119,29.75,0,1,0,16,No
950,13,.83999997,1.0212801,4,112,28,0,0,1,16,N
990,77,2.0999999,.86791998,1.61,7,4.347826,1,0,1,2.5920999,N
1250,74,3.4000001,.81159002,1.61,1,.62111801,0,1,0,2.5920999,N
840,16,1.1799999,.90908998,2.3,5,2.173913,0,0,1,5.29,No
860,77,1.9400001,.59258997,1.61,32,19.875776,0,0,1,2.5920999,No
840,19,2.3599999,.95349002,2.3,8,3.4782608,1,0,1,5.29,No
960,16,2.4300001,.92000002,3.86,10,2.5906737,0,1,0,14.8996,No
920,13,2.46,1.1395299,3.86,54,13.989637,0,1,0,14.8996,No
1010,106,2.78,.98039001,3.5,13,3.7142856,1,1,0,12.25,No
850,46,2.02,.88889003,3.5,86,24.571428,1,1,0,12.25,No
1100,16,3.25,.77419001,3.86,12,3.1088083,0,1,0,14.8996,No
960,14,2.28,.81132001,3.86,45,11.658031,0,1,0,14.8996,No
950,10,2,.79245001,3.86,31,8.0310879,1,1,0,14.8996,No
950,16,2.5599999,.75926,3.86,25,6.4766841,1,1,0,14.8996,no
840,118,2.8,1.15385,3.5,27,7.7142859,0,0,1,12.25,No
860,111,2.1900001,1.0476201,3.5,22,6.2857141,1,1,0,12.25,no
800,64,2.54,.90476,2.96,17,5.7432432,1,1,0,8.7615995,No
1060,47,2.23,.79661,3.5,19,5.4285712,0,1,0,12.25,No
980,76,2.55,.84906,2.96,43,14.527027,0,1,0,8.7615995,No
770,17,1.35,.71111,3.86,223,57.772022,0,0,1,14.8996,Yes
1010,13,3.76,.87036997,3.86,12,3.1088083,1,1,0,14.8996,No
1100,53,1.71,.92982,3.5,16,4.5714288,0,1,0,12.25,No
1060,117,1.8200001,.96296,.82,3,3.6585367,1,0,1,.6724,No
1060,49,2.53,1.16327,1.12,15,13.392858,0,1,0,1.2544,no
1100,18,1.66,.86440998,1.15,44,38.260868,0,1,0,1.3225,No
1140,17,3.8199999,.72727001,1.15,1,.86956519,0,1,0,1.3225,No
810,49,2.2,.84091002,.84,1,1.1904762,1,0,1,.70560002,N
880,97,2.4400001,.72548997,.9399999999999999,1,1.0638298,0,0,1,.8836,No
920,125,2.52,1.04444,2.92,33,11.30137,1,1,0,8.5263996,No
1000,44,2.25,.81818002,2.71,5,1.8450185,1,0,1,7.3441,No
1040,48,3,.73333001,2.71,7,2.5830259,0,0,1,7.3441,No
1020,16,4,.92453003,.68,5,7.352941,1,1,0,.46239999,No
1180,16,2,.96666998,5.39,128,23.747681,0,1,0,29.052099,No
850,79,3.27,1.125,.72,26,36.111111,1,1,0,.51840001,No
910,13,3.23,1.275,.75,38,50.666668,1,1,0,.5625,N
990,78,2.4100001,.7069,.72,3,4.1666665,0,1,0,.51840001,no
890,12,2.75,1.02273,.6899999999999999,63,91.304344,0,1,0,.4761,Yes
990,122,2.9400001,1.0625,.52,2,3.8461537,1,1,0,.27039999,No
900,16,1.8099999,1.04545,.78,6,7.6923075,1,0,1,.60839999,N
700,40,2.22,.84210998,.9,2,2.2222223,0,0,1,.81,N
1000,77,2.29,1.38095,1.57,11,7.0063696,1,1,0,2.4649,N
910,10,1.6,.89582998,1.77,55,31.073446,0,1,0,3.1329,no
1080,84,3.1099999,1.07692,1.57,5,3.1847134,0,1,0,2.4649,No
840,116,2.0799999,.90908998,.9399999999999999,1,1.0638298,0,0,1,.8836,no
1010,12,1.66,.90565997,.12,6,50,0,1,0,.0144,N
1100,84,2.77,.86440998,2.23,10,4.4843049,1,1,0,4.9728999,No
1110,44,3.3800001,.65671998,2.67,7,2.6217229,0,1,0,7.1289001,no
960,36,2.3800001,.77778,2.67,20,7.4906368,0,1,0,7.1289001,No
830,15,2.73,.76595998,2.5,23,9.1999998,1,1,0,6.25,no
1100,118,3.7,1.03704,2.44,8,3.2786884,1,1,0,5.9535999,No
910,39,1.46,.89582998,2.67,33,12.35955,0,0,0,7.1289001,No
1030,16,2.8099999,.90741003,.77,4,5.1948051,0,1,0,.59289998,no
1130,13,2.8399999,.88332999,.75,8,10.666667,1,1,0,.5625,No
1150,121,3.23,.76923001,.8,3,3.75,0,1,0,.63999999,No
1100,48,2.3099999,.71875,.57,5,8.7719297,0,1,0,.3249,No
1170,82,2.5799999,.94999999,.72,2,2.7777777,1,1,0,.51840001,No
920,108,3.3099999,.73584998,2.5,19,7.5999999,0,1,0,6.25,No
1000,50,3,1.38095,2.44,34,13.934426,1,1,0,5.9535999,No
1240,17,1.9400001,.82353002,2.04,20,9.8039217,0,1,0,4.1616001,No
1030,118,3.45,1.39535,2.5,21,8.3999996,1,1,0,6.25,no
1080,41,2.29,.80000001,2.44,18,7.377049,0,1,0,5.9535999,no
990,48,3.1800001,.73684001,2.44,27,11.065574,1,1,0,5.9535999,No
1290,50,3.02,.79167002,2.44,26,10.655738,0,0,0,5.9535999,No
880,17,2.7,.95556003,2.77,85,30.685921,1,1,0,7.6729002,No
1150,40,2.77,1.09091,2.44,6,2.4590163,0,1,0,5.9535999,no
1240,16,3.25,1.13793,2.04,5,2.4509804,1,1,0,4.1616001,No
1000,108,2.6099999,1.12766,2.5,26,10.4,0,1,0,6.25,no
990,14,2.1400001,.98000002,2.04,31,15.196078,1,0,1,4.1616001,yes
1130,84,3.47,.79364997,2.57,18,7.003891,0,1,0,6.6048999,No
1110,18,3.3800001,.76190001,2.04,9,4.4117646,0,1,0,4.1616001,No
980,43,2.1800001,.71929997,2.44,15,6.147541,1,1,0,5.9535999,No
950,53,3.77,1.2618999,2.44,19,7.7868853,1,1,0,5.9535999,no
1200,17,2.8199999,.96720999,2.68,6,2.238806,1,1,0,7.1824002,no
950,49,2.0799999,.86274999,2.68,43,16.044777,0,1,0,7.1824002,no
1020,117,2.6900001,.88889003,2.72,15,5.5147057,0,1,0,7.3983998,No
850,13,2,.80851001,2.68,59,22.014925,0,1,0,7.1824002,No
1010,66,1.77,.74137998,2.75,82,29.818182,0,1,0,7.5625,N
1260,113,3.29,1.13559,2.72,4,1.4705882,1,1,0,7.3983998,No
870,43,2.0599999,.97727001,2.68,15,5.5970149,1,0,1,7.1824002,no
970,77,2.45,1.36585,2.72,49,18.014706,0,1,0,7.3983998,No
870,42,2.6099999,.93333,2.68,13,4.8507462,0,1,0,7.1824002,No
1130,53,3.1800001,.82257998,2.68,4,1.4925373,1,1,0,7.1824002,No
860,44,2.8399999,1.15,3.03,114,37.623764,0,1,0,9.1808996,No
950,13,.75999999,.93878001,2.68,26,9.7014923,1,1,0,7.1824002,N
890,51,2.1700001,.77999997,2.68,30,11.19403,0,1,0,7.1824002,No
1050,117,3.5,.81033999,2.72,2,.7352941,0,1,0,7.3983998,No
940,17,1.52,.67856997,2.68,71,26.492537,0,1,0,7.1824002,No
950,17,2.76,.97917002,2.68,16,5.970149,0,1,0,7.1824002,No
1020,113,2.1300001,.75862002,2.72,139,51.10294,0,1,0,7.3983998,No
1180,17,3.4100001,.78788,2.68,12,4.477612,0,1,0,7.1824002,No
690,16,1.75,.91667002,3.15,160,50.793652,1,1,0,9.9224997,No
770,78,2.8800001,.92500001,2.75,60,21.818182,1,1,0,7.5625,No
1030,48,3.6199999,.60938001,2.68,14,5.2238808,0,1,0,7.1824002,no
1020,106,2.3,1.125,2.72,40,14.705882,0,1,0,7.3983998,no
1120,38,1.92,1,2.68,18,6.7164178,0,1,0,7.1824002,No
730,15,1.53,1.0277801,3.09,75,24.271845,0,1,0,9.5481005,N
780,101,2.24,.94999999,3.14,30,9.5541401,1,1,0,9.8596001,No
890,120,2.6500001,.71153998,2.72,31,11.397058,1,1,0,7.3983998,No
930,17,2.1700001,.97872001,2.68,67,25,0,1,0,7.1824002,no
1060,77,2.0899999,.79661,2.75,31,11.272727,1,1,0,7.5625,No
840,15,1.53,.86667001,2.68,105,39.179104,1,1,0,7.1824002,No
1090,12,1.5,.73016,2.68,69,25.746269,0,1,0,7.1824002,no
800,115,2.48,1.05128,2.72,54,19.852942,1,1,0,7.3983998,no
1140,107,2.23,1.11111,2.72,22,8.0882349,0,1,0,7.3983998,No
830,111,2.5999999,.72917002,2.72,37,13.602942,1,1,0,7.3983998,no
880,74,2.3299999,1.25641,3.03,13,4.2904291,1,1,0,9.1808996,No
1460,17,2.9400001,.94667,3.57,2,.56022412,0,1,0,12.7449,N
1030,47,3.1700001,.87273002,2.95,32,10.847458,0,1,0,8.7025003,No
970,47,1.87,.86537999,2.68,37,13.80597,1,1,0,7.1824002,no
900,85,2.95,1.25,3.01,9,2.9900331,1,1,0,9.0600996,No
1010,15,1.9299999,.98039001,.12,2,16.666666,1,1,0,.0144,No
1040,83,2.77,1.03922,.11,2,18.181818,1,1,0,.0121,No
870,17,3.47,.85105997,.1,6,60,0,1,0,.0099999998,No
910,46,2.3199999,.71697998,.11,2,18.181818,0,1,0,.0121,No
720,18,2.4400001,.80000001,2.08,50,24.038462,0,1,0,4.3263998,No
1000,13,1.92,1,2.08,38,18.26923,1,0,1,4.3263998,no
1180,70,3.78,.71013999,1.85,2,1.081081,0,1,0,3.4224999,No
960,51,1.92,.74545002,2.05,65,31.707317,0,1,0,4.2024999,No
860,13,2.3800001,.75510001,2.08,59,28.365385,0,0,1,4.3263998,No
1060,16,3.25,.89286,2.08,10,4.8076925,0,1,0,4.3263998,no
1120,15,2.73,.86667001,2.08,4,1.9230769,1,1,0,4.3263998,No
820,40,1.67,1,2.05,36,17.560976,1,1,0,4.2024999,No
880,13,2.3800001,.91303998,2.08,6,2.8846154,1,0,1,4.3263998,N
1060,17,2.8199999,.92727,2.08,12,5.7692308,0,1,0,4.3263998,no
940,73,2.1300001,.95832998,1.85,26,14.054054,1,0,1,3.4224999,no
940,17,3.5799999,.70908999,.85,1,1.1764706,1,0,1,.72250003,No
740,41,1.41,.76190001,1.26,4,3.1746032,1,0,1,1.5876,N
990,11,2.6300001,.94117999,.37,16,43.243244,0,1,0,.13689999,No
1180,115,3.6600001,.78788,.25,2,8,1,1,0,.0625,No
950,73,3.0599999,.82691997,.27,8,29.629629,0,1,0,.072899997,No
950,119,2.26,.86274999,.25,14,56,0,1,0,.0625,No
970,78,3.6700001,.90196002,.27,5,18.518518,1,1,0,.072899997,No
1130,18,3.6099999,.94827998,2.89,3,1.0380623,0,1,0,8.3521004,No
1280,18,3.22,.77778,2.89,11,3.8062284,0,1,0,8.3521004,no
970,15,2.8599999,.97959,2.89,50,17.301039,0,1,0,8.3521004,No
830,41,2.02,.80435002,2.45,73,29.795918,0,1,0,6.0025001,yes
1000,101,2.71,1.12766,2.63,46,17.490494,1,1,0,6.9169002,No
870,46,2.8199999,.97727001,2.52,25,9.9206352,1,1,0,6.3504,No
1020,88,2.28,.82143003,3.05,19,6.2295084,0,1,0,9.3024998,No
1190,15,4,1.08772,2.89,7,2.4221454,0,1,0,8.3521004,No
900,46,3.1300001,.875,3.05,18,5.9016395,1,1,0,9.3024998,No
1100,45,2.46,.96429002,2.52,22,8.7301588,0,1,0,6.3504,no
780,20,1.95,1.22857,2.89,87,30.103806,0,1,0,8.3521004,no
870,42,2.47,.93333,2.52,40,15.873015,1,1,0,6.3504,No
1130,52,1.71,.68656999,2.62,90,34.351147,0,1,0,6.8643999,No
1020,15,2,.92453003,2.75,96,34.909092,0,1,0,7.5625,No
990,81,2.6900001,.76786,2.5,25,10,0,1,0,6.25,No
1030,32,3.46,.71666998,2.28,3,1.3157895,1,0,0,5.1984,N
970,117,2.47,.79629999,2.52,12,4.7619047,1,1,0,6.3504,no
1170,76,2.51,.91803002,2.5,34,13.6,0,1,0,6.25,no
1060,111,2.8499999,.70968002,2.52,19,7.5396824,0,1,0,6.3504,No
1120,110,2.5799999,1,2.52,15,5.9523811,0,1,0,6.3504,no
820,14,1.85,.82222003,2.75,78,28.363636,1,1,0,7.5625,No
860,13,2.3800001,.95455003,2.75,49,17.818182,1,1,0,7.5625,No
980,47,2.78,.88462001,2.28,12,5.2631578,1,1,0,5.1984,No
1100,81,3.54,.83332998,2.5,6,2.4000001,0,1,0,6.25,No
1140,90,3.73,.72727001,2.5,9,3.5999999,0,1,0,6.25,No
950,15,1.86,.82691997,2.75,23,8.363636,1,1,0,7.5625,no
1040,100,2.23,.7931,2.52,7,2.7777777,1,1,0,6.3504,No
820,16,2.25,1,2.75,45,16.363636,1,1,0,7.5625,no
1060,47,3.51,.73769999,2.28,6,2.6315789,1,1,0,5.1984,no
880,16,2.5599999,.72548997,2.75,83,30.181818,1,1,0,7.5625,No
1340,109,3.4400001,1.06154,2.52,1,.3968254,1,1,0,6.3504,N
1060,43,2.1800001,.73769999,2.28,58,25.438597,0,1,0,5.1984,No
1050,39,2.74,.84210998,2.28,26,11.403509,0,1,0,5.1984,no
1080,16,3.3099999,.86207002,2.75,21,7.6363635,0,1,0,7.5625,N
990,43,2.1800001,.86791998,2.28,36,15.789474,0,1,0,5.1984,No
920,15,2.8,.80391997,2.75,39,14.181818,1,1,0,7.5625,No
1050,42,2.21,.90908998,2.28,84,36.842106,0,1,0,5.1984,No
720,102,2.0799999,.71429002,2.46,13,5.2845531,1,0,1,6.0516,N
770,75,2.22,.75,2.57,26,10.116732,0,0,1,6.6048999,No
1190,17,2.4100001,.80303001,1.96,6,3.0612245,0,0,1,3.8415999,No
870,124,2.5799999,.70587999,1.5,34,22.666666,0,1,0,2.25,No
1140,82,3.79,.72727001,1.86,7,3.7634408,0,1,0,3.4596,No
1040,15,3.0599999,.92593002,2.38,11,4.6218486,1,1,0,5.6644001,N
1050,15,2.46,.81033999,2.38,31,13.02521,0,1,0,5.6644001,No
1320,17,4,.91303998,2.38,1,.42016807,0,1,0,5.6644001,No
850,47,2.6300001,.80851001,1.89,28,14.814815,1,1,0,3.5720999,no
950,103,2.53,.69643003,1.48,18,12.162162,0,1,0,2.1903999,Yes
1100,116,3.1600001,.66667002,1.48,46,31.081081,0,1,0,2.1903999,No
1290,15,4,.69736999,2.38,6,2.5210085,0,1,0,5.6644001,no
960,113,2.95,.71429002,1.48,4,2.7027028,1,1,0,2.1903999,No
1050,13,1.76,.90908998,2.38,41,17.226891,0,1,0,5.6644001,No
890,44,2.8599999,.74510002,1.89,39,20.63492,1,1,0,3.5720999,No
1020,78,1.97,1.04,1.78,35,19.662922,0,1,0,3.1684,No
1110,74,2.21,1.01818,1.78,12,6.7415729,0,1,0,3.1684,No
960,19,2.21,1,2.38,38,15.966387,1,1,0,5.6644001,No
930,14,2.71,.69090998,2.38,98,41.176472,0,1,0,5.6644001,N
1190,46,2.8199999,.98333001,1.89,7,3.7037036,1,1,0,3.5720999,No
980,13,2.76,.88462001,2.38,46,19.32773,0,1,0,5.6644001,Yes
1230,17,4,.80882001,2.38,5,2.1008403,0,1,0,5.6644001,N
940,17,2.52,.84314001,2.38,36,15.12605,0,1,0,5.6644001,No
1040,43,3.1600001,.76270998,1.89,63,33.333332,0,1,0,3.5720999,No
960,75,3.3199999,.88235003,1.5,8,5.3333335,0,1,0,2.25,no
1060,108,2.3599999,1,1.5,35,23.333334,0,1,0,2.25,no
1280,17,3.47,.70666999,2.38,17,7.1428571,0,1,0,5.6644001,No
1340,17,4,.86110997,2.38,8,3.3613446,0,1,0,5.6644001,no
1050,85,1.77,.94444001,1.78,34,19.101124,0,1,0,3.1684,No
1100,47,2.3099999,.80328,1.89,24,12.698413,0,1,0,3.5720999,No
980,15,3.73,1.04167,2.38,10,4.2016807,1,1,0,5.6644001,No
1130,49,2.9100001,.79364997,1.89,10,5.2910051,0,1,0,3.5720999,N
1140,83,2.6199999,.86884999,.63,3,4.7619047,1,1,0,.3969,No
1000,11,2.3599999,1.17391,.23,9,39.130436,0,1,0,.052900001,No
1060,17,1.05,1.12,.23,7,30.434782,0,1,0,.052900001,No
1190,73,3.5599999,.77612001,4.94,9,1.8218623,0,1,0,24.403601,no
1090,47,2.72,.94643003,3.96,18,4.5454545,1,1,0,15.6816,No
640,95,1.92,.82857001,5.34,165,30.898876,0,0,1,28.5156,yes
880,78,2.2,.60000002,4.01,27,6.7331672,1,1,0,16.080099,N
1020,42,1.92,.69999999,3.96,33,8.333333,0,0,1,15.6816,No
1010,43,1.53,.83635998,3.96,37,9.3434343,1,0,1,15.6816,No
1410,68,3.72,.98592001,4.09,5,1.2224939,0,1,0,16.7281,N
820,60,2.3599999,.86364001,4.34,59,13.59447,1,1,0,18.8356,No
880,15,.52999997,.83332998,4.13,53,12.83293,0,1,0,17.0569,No
1010,13,2.6099999,1.06122,4.13,49,11.864407,1,1,0,17.0569,No
1240,92,2.5699999,.9375,4.09,25,6.1124697,0,0,1,16.7281,No
890,18,1.61,1.17073,4.13,94,22.76029,1,1,0,17.0569,No
960,20,1.6,.77778,4.13,123,29.782082,0,1,0,17.0569,no
1140,48,3.04,1.1509399,3.96,9,2.2727273,1,1,0,15.6816,N
900,90,3.0599999,.91488999,4.01,77,19.201996,1,1,0,16.080099,No
950,113,3.55,.72727001,4.09,14,3.4229829,1,1,0,16.7281,No
910,104,3.6099999,.93616998,4.09,45,11.002445,1,1,0,16.7281,No
1150,79,2.9400001,.82539999,4.09,16,3.9119804,1,0,1,16.7281,No
1030,18,2.1099999,.87273002,4.13,52,12.590799,0,1,0,17.0569,No
1070,17,2,.72580999,4.13,36,8.7167072,0,1,0,17.0569,No
850,14,1.28,.88889003,4.13,183,44.309929,0,1,0,17.0569,No
960,99,1.92,.71429002,4.09,40,9.7799511,0,1,0,16.7281,No
1030,45,3.9300001,.63492,3.96,4,1.010101,1,0,1,15.6816,no
1030,17,2.5799999,.80702001,4.13,24,5.8111382,1,1,0,17.0569,No
1040,52,3.28,1,3.96,26,6.5656567,1,1,0,15.6816,No
1110,48,3.29,1.05556,3.96,5,1.2626263,1,1,0,15.6816,No
950,75,2.5,.69643003,4.01,14,3.4912717,1,1,0,16.080099,No
960,90,3.0599999,.92000002,4.01,40,9.9750624,0,1,0,16.080099,no
900,107,2.79,.69810998,4.09,66,16.136919,0,1,0,16.7281,No
950,73,2.28,.69643003,4.94,83,16.801619,0,1,0,24.403601,No
1040,64,2.73,.85714,4.01,22,5.4862843,1,1,0,16.080099,No
1020,50,2.54,.72881001,3.96,10,2.5252526,0,1,0,15.6816,No
910,17,1.23,1.45946,4.13,44,10.653753,1,1,0,17.0569,No
890,16,1.62,.77999997,.79,1,1.2658228,1,0,1,.62410003,No
1200,50,3.3800001,.73913002,2.75,10,3.6363637,0,1,0,7.5625,No
780,14,1.92,.85714,3.2,38,11.875,1,1,0,10.24,No
950,17,2.8800001,.75926,3.2,9,2.8125,1,1,0,10.24,No
950,17,2.9400001,.82691997,2.76,3,1.0869565,1,0,1,7.6176,No
730,65,2.52,.65908998,2.76,35,12.681159,0,0,1,7.6176,No
880,13,2.6099999,1.2,3.2,14,4.375,1,1,0,10.24,No
1280,81,3.3199999,.75342,2.76,3,1.0869565,0,1,0,7.6176,no
1100,71,2.46,.86440998,3.8,98,25.789474,0,1,0,14.44,No
890,70,2.47,.85417002,1.06,14,13.207547,0,1,0,1.1236,No
1110,46,1.95,1.05556,1.02,14,13.725491,1,0,0,1.0404,No
1130,65,3.3299999,.82257998,1.03,4,3.8834951,0,1,0,1.0609,No
920,75,3.3599999,.70370001,1.03,11,10.679611,0,1,0,1.0609,no
1120,17,3.1700001,.69696999,3.05,18,5.9016395,0,0,0,9.3024998,no
1070,44,2.3800001,.75410002,2.7,41,15.185185,0,1,0,7.29,No
1180,13,2.3,.78788,2.7,3,1.1111112,0,0,0,7.29,no
1140,84,3.0999999,.80952001,3.25,10,3.0769231,0,0,0,10.5625,No
870,41,2.48,1.63636,2.7,44,16.296297,1,1,0,7.29,No
1210,88,2.9400001,.95161003,3.25,13,4,0,1,0,10.5625,No
1090,72,3.04,.62686998,3.5,27,7.7142859,0,1,0,12.25,No
990,75,2.78,.80000001,3.25,8,2.4615386,0,0,0,10.5625,no
1110,51,2.74,.88135999,3.68,16,4.347826,1,0,0,13.5424,No
940,115,2.3699999,1.08889,2.61,40,15.32567,1,1,0,6.8120999,no
1150,45,3.6400001,.71641999,3.68,6,1.6304348,0,1,0,13.5424,No
1000,17,3.1700001,.81818002,3.58,11,3.0726256,0,1,0,12.8164,No
980,83,2.8499999,.81480998,2.61,7,2.6819923,0,1,0,6.8120999,No
930,14,2.6400001,1.02174,3.58,42,11.731844,1,0,0,12.8164,no
1150,17,2.9400001,.88524997,3.58,3,.83798885,0,0,0,12.8164,no
860,13,2.0699999,.86957002,3.58,108,30.167597,1,1,0,12.8164,no
910,15,2.3299999,.85714,.9,15,16.666666,0,1,0,.81,No
960,14,.63999999,1,.91,20,21.978022,0,1,0,.82810003,No
900,13,.92000002,.875,1.98,66,33.333332,1,1,0,3.9203999,No
1250,113,3.23,1.15517,2.26,4,1.7699115,1,1,0,5.1076002,No
1180,50,3.26,.81537998,2.19,8,3.6529679,0,1,0,4.7961001,No
860,84,2.0699999,1.15,2.23,26,11.659193,0,1,0,4.9728999,No
1050,33,4,.94444001,2.19,2,.91324198,1,1,0,4.7961001,No
1010,17,3,.83635998,1.98,10,5.0505052,0,1,0,3.9203999,No
1190,15,2.3299999,.72464001,1.98,3,1.5151515,1,1,0,3.9203999,No
1020,40,2.77,.82143003,2.19,14,6.392694,0,1,0,4.7961001,No
1290,49,2.9300001,.76712,2.19,6,2.7397261,0,1,0,4.7961001,No
910,118,2.3800001,.78430998,2.26,69,30.530973,1,1,0,5.1076002,No
1210,17,3.8199999,.77941,1.98,1,.50505048,0,1,0,3.9203999,N
990,100,2.4300001,.59676999,2.26,57,25.221239,0,1,0,5.1076002,no
970,107,2.0699999,.70174998,2.26,58,25.663717,0,1,0,5.1076002,No
940,112,2.25,1.2381001,2.26,35,15.486726,1,1,0,5.1076002,No
1310,47,3.9300001,.81944001,2.19,4,1.826484,0,1,0,4.7961001,no
1000,16,2.1800001,.81818002,1.98,24,12.121212,1,1,0,3.9203999,no
1060,45,2.3299999,.68254,2.19,18,8.2191782,1,1,0,4.7961001,No
1000,81,2.03,.85184997,2.23,77,34.529148,0,1,0,4.9728999,No
1010,119,3.3499999,.62902999,2.26,12,5.3097343,1,1,0,5.1076002,N
950,79,2.6900001,.75926,2.23,21,9.4170408,1,1,0,4.9728999,No
1080,46,2.97,.83051002,1.12,35,31.25,0,1,0,1.2544,No
920,51,1.74,.80391997,1.95,27,13.846154,1,0,1,3.8025,No
1220,15,2.46,.82090002,2,9,4.5,0,1,0,4,No
1040,122,3.1400001,.7931,1.92,7,3.6458333,1,1,0,3.6863999,No
880,81,2.49,.75999999,1.77,3,1.6949153,1,1,0,3.1329,No
850,118,1.92,.57406998,1.92,16,8.333333,0,1,0,3.6863999,no
910,80,2.76,.89582998,1.77,18,10.169492,0,0,1,3.1329,N
1170,59,2.6099999,1.0526299,2.3,13,5.652174,0,1,0,5.29,yes
1150,15,3.0599999,.79688001,2,2,1,1,0,1,4,No
990,16,2.1199999,.80000001,2,23,11.5,0,1,0,4,No
1000,11,2.72,.85184997,2,9,4.5,1,1,0,4,No
1050,132,2.8900001,.875,.1,1,10,1,1,0,.0099999998,No
1160,15,1.73,.90164,.1,6,60,0,1,0,.0099999998,No
1150,126,3.1500001,.88524997,.1,6,60,0,1,0,.0099999998,No
1030,11,2.72,.94340003,.1,7,70,0,1,0,.0099999998,No
820,47,1.91,1.05,2.09,49,23.444977,1,1,0,4.3681002,no
1140,136,2.1800001,.80952001,2.4,32,13.333333,1,1,0,5.7600002,no
1140,16,4,.86884999,2.19,11,5.022831,1,1,0,4.7961001,No
980,100,3.1600001,1.04167,2.2,56,25.454546,1,1,0,4.8400002,No
1130,42,3.45,.82257998,2.09,39,18.660288,0,1,0,4.3681002,No
1010,114,3.1400001,.90565997,2.4,12,5,1,1,0,5.7600002,No
1080,85,3.5,1,2.2,11,5,1,1,0,4.8400002,No
960,39,2.3,.62712002,2.24,17,7.5892859,1,1,0,5.0176001,No
1020,48,3.0799999,.69999999,2.09,20,9.5693779,1,1,0,4.3681002,no
880,44,2.54,.41935,2.09,58,27.751196,1,1,0,4.3681002,No
970,17,3.23,.90196002,2.19,12,5.4794521,0,1,0,4.7961001,No
830,79,2.6900001,.84443998,2.2,17,7.7272725,1,1,0,4.8400002,No
1300,81,3.24,.85714,2.2,6,2.7272727,1,1,0,4.8400002,No
980,76,2.6700001,1.04167,2.2,47,21.363636,1,1,0,4.8400002,N
1220,85,2.21,.82090002,2.2,39,17.727272,0,1,0,4.8400002,No
940,90,1.8,1.08889,2.4,77,32.083332,1,1,0,5.7600002,No
1120,14,2.78,.75,2.19,46,21.004566,1,1,0,4.7961001,no
970,80,2.3800001,.86537999,2.2,72,32.727272,1,1,0,4.8400002,No
1090,88,2.25,.94643003,2.4,62,25.833334,0,1,0,5.7600002,No
1090,10,1.6,.91228002,2.2,78,35.454544,0,1,0,4.8400002,No
1150,64,3.01,.66667002,2.2,61,27.727272,0,1,0,4.8400002,No
950,75,1.85,.61017001,2.2,51,23.181818,1,1,0,4.8400002,No
1040,57,1.45,1.16667,2.4,44,18.333334,0,1,0,5.7600002,No
1290,14,4,.95455003,2.19,2,.91324198,1,1,0,4.7961001,no
1080,107,2.76,1,2.4,38,15.833333,1,1,0,5.7600002,No
1250,16,3.4300001,.83824003,2.19,4,1.826484,1,1,0,4.7961001,no
810,64,3.3099999,1.07692,2.09,21,10.047847,1,0,1,4.3681002,No
980,15,2.4000001,.71929997,1.91,36,18.848167,1,1,0,3.6480999,No
700,14,1.28,.75,1.91,124,64.921463,0,0,1,3.6480999,Yes
1030,47,2.27,.68852001,2.11,41,19.43128,0,1,0,4.4520998,no
950,39,2.0699999,.75926,2.11,79,37.440758,0,1,0,4.4520998,N
970,16,2.4300001,.73214,1.91,20,10.471204,0,1,0,3.6480999,N
1070,16,2.25,.94545001,1.91,16,8.3769636,0,1,0,3.6480999,no
1050,88,1.79,.90908998,1.73,8,4.6242776,1,1,0,2.9928999,no
1030,16,1.1799999,.94340003,1.91,37,19.371727,0,0,1,3.6480999,No
1180,48,3.5999999,.71013999,2.11,14,6.6350713,0,0,0,4.4520998,no
930,11,2.54,1.21429,1.91,50,26.178011,1,1,0,3.6480999,No
1280,17,3.05,.80282003,1.91,1,.52356023,0,1,0,3.6480999,No
990,60,2.8099999,1.1521699,2.11,53,25.118483,1,1,0,4.4520998,No
1330,49,3.8499999,.98506999,2.11,3,1.421801,0,1,0,4.4520998,No
880,11,1.36,1,1.91,53,27.748692,0,1,0,3.6480999,no
1140,65,3.47,.70148998,2.11,4,1.8957345,0,1,0,4.4520998,N
850,120,2.6700001,.84783,1.2,26,21.666666,0,1,0,1.4400001,no
1060,122,2.3499999,1.20833,1.2,2,1.6666666,1,1,0,1.4400001,No
1030,48,2.3499999,.74576002,.36,8,22.222221,0,1,0,.1296,no
960,52,2.8599999,.81132001,.36,6,16.666666,1,1,0,.1296,No
990,37,2.6199999,.90385002,.36,18,50,0,1,0,.1296,N
980,114,3.22,.81480998,.23,5,21.73913,0,1,0,.052900001,No
1030,65,2.3800001,.58462,.25,12,48,0,1,0,.0625,No
940,44,2.77,.80769002,.36,11,30.555555,1,1,0,.1296,No
1230,88,2.8499999,.86364001,.33,3,9.090909,1,1,0,.1089,no
1120,43,2.3,.89831001,.36,8,22.222221,0,1,0,.1296,No
1020,110,3,.88889003,.23,8,34.782608,1,1,0,.052900001,No
1110,128,3.6400001,.79031998,1.76,3,1.7045455,0,1,0,3.0976,N
1340,46,2.28,.83561999,1.25,3,2.4000001,0,1,0,1.5625,no
950,80,2.9100001,1.11111,1.76,14,7.9545455,1,1,0,3.0976,No
1100,88,2.6500001,.92982,1.21,8,6.6115704,1,1,0,1.4641,No
1000,13,1.6900001,1.08333,.37,21,56.756756,0,1,0,.13689999,No
